# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "merged.saf" "-F" "SAF" "-o" "counts.txt" "-T" "8" "-p" "aFLAG_FIX_R1.target.filtered.sorted.bam" "aFLAG_FIX_R2.target.filtered.sorted.bam" "aFLAG_NATIVE_R1.target.filtered.sorted.bam" "aFLAG_NATIVE_R2.target.filtered.sorted.bam" "aFOXP3_FIX_R1.target.filtered.sorted.bam" "aFOXP3_FIX_R2.target.filtered.sorted.bam" "aFOXP3_NATIVE_R1.target.filtered.sorted.bam" "aFOXP3_NATIVE_R2.target.filtered.sorted.bam" "aH3K4me3_NATIVE_R1.target.filtered.sorted.bam" "IgG_FIX_R1.target.filtered.sorted.bam" "IgG_NATIVE_R1.target.filtered.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	aFLAG_FIX_R1.target.filtered.sorted.bam	aFLAG_FIX_R2.target.filtered.sorted.bam	aFLAG_NATIVE_R1.target.filtered.sorted.bam	aFLAG_NATIVE_R2.target.filtered.sorted.bam	aFOXP3_FIX_R1.target.filtered.sorted.bam	aFOXP3_FIX_R2.target.filtered.sorted.bam	aFOXP3_NATIVE_R1.target.filtered.sorted.bam	aFOXP3_NATIVE_R2.target.filtered.sorted.bam	aH3K4me3_NATIVE_R1.target.filtered.sorted.bam	IgG_FIX_R1.target.filtered.sorted.bam	IgG_NATIVE_R1.target.filtered.sorted.bam
chr1_6280791_6281605	chr1	6280791	6281605	.	815	11	2	9	30	7	2	13	32	8	6	16
chr1_6391965_6394321	chr1	6391965	6394321	.	2357	184	92	208	284	187	133	290	298	1416	166	32
chr1_6395664_6396371	chr1	6395664	6396371	.	708	8	17	40	36	23	2	22	52	22	0	1
chr1_6418446_6421276	chr1	6418446	6421276	.	2831	32	38	134	214	50	30	60	132	136	30	51
chr1_6423237_6425730	chr1	6423237	6425730	.	2494	22	10	72	58	39	12	29	48	58	14	20
chr1_6439600_6441354	chr1	6439600	6441354	.	1755	24	4	86	76	38	10	44	48	34	8	16
chr1_6446996_6449219	chr1	6446996	6449219	.	2224	15	14	82	92	25	6	56	76	45	27	50
chr1_6454052_6456681	chr1	6454052	6456681	.	2630	25	14	128	96	31	8	102	160	54	24	18
chr1_6460006_6462283	chr1	6460006	6462283	.	2278	47	57	76	140	131	48	46	56	100	89	56
chr1_6463443_6468670	chr1	6463443	6468670	.	5228	40	30	94	183	85	32	68	78	730	36	46
chr1_6470168_6472345	chr1	6470168	6472345	.	2178	19	32	118	181	16	14	40	98	48	20	82
chr1_6474662_6476401	chr1	6474662	6476401	.	1740	14	9	34	48	56	7	16	14	20	20	14
chr1_6483722_6484890	chr1	6483722	6484890	.	1169	1	0	8	15	2	12	1	4	22	13	22
chr1_6484976_6485952	chr1	6484976	6485952	.	977	10	6	74	117	6	8	28	40	15	10	25
chr1_6488854_6491136	chr1	6488854	6491136	.	2283	4	26	54	62	69	21	12	14	190	37	60
chr1_6497819_6499269	chr1	6497819	6499269	.	1451	18	3	13	14	18	6	12	2	22	18	8
chr1_6505647_6506610	chr1	6505647	6506610	.	964	2	26	43	86	8	2	20	58	16	10	52
chr1_6552810_6554885	chr1	6552810	6554885	.	2076	27	52	114	176	32	28	41	142	1658	36	32
chr1_6561002_6562112	chr1	6561002	6562112	.	1111	6	1	1	7	5	0	0	6	32	2	0
chr1_6574123_6575238	chr1	6574123	6575238	.	1116	27	0	48	25	8	8	2	22	20	1	8
chr1_6578805_6582776	chr1	6578805	6582776	.	3972	102	102	92	148	130	52	48	66	732	87	83
chr1_6584273_6586287	chr1	6584273	6586287	.	2015	10	9	12	20	8	4	17	0	38	9	2
chr1_6590889_6591997	chr1	6590889	6591997	.	1109	12	4	0	16	10	6	2	0	22	8	14
chr1_6592967_6594094	chr1	6592967	6594094	.	1128	9	4	16	60	12	6	16	42	26	16	27
chr1_6595933_6596691	chr1	6595933	6596691	.	759	4	0	1	0	2	2	4	2	28	3	7
chr1_6597442_6599881	chr1	6597442	6599881	.	2440	24	6	28	22	14	10	18	14	74	8	16
chr1_6600701_6606727	chr1	6600701	6606727	.	6027	210	163	285	495	296	92	224	362	4274	301	76
chr1_6608152_6609329	chr1	6608152	6609329	.	1178	10	8	7	14	2	16	6	8	38	8	4
chr1_6609999_6611224	chr1	6609999	6611224	.	1226	16	10	6	8	4	10	10	2	22	13	2
chr1_6612099_6618828	chr1	6612099	6618828	.	6730	164	154	346	556	194	85	170	340	7228	200	178
chr1_6619737_6621177	chr1	6619737	6621177	.	1441	8	15	2	14	2	8	8	2	44	2	8
chr1_6624811_6626224	chr1	6624811	6626224	.	1414	54	62	50	80	21	30	44	68	1549	53	40
chr1_6643616_6644521	chr1	6643616	6644521	.	906	0	2	10	4	2	0	8	2	20	5	4
chr1_6700989_6702321	chr1	6700989	6702321	.	1333	45	9	46	115	32	10	72	62	930	70	7
chr1_6715055_6715849	chr1	6715055	6715849	.	795	5	8	30	44	2	0	8	34	12	10	0
chr1_6783935_6786738	chr1	6783935	6786738	.	2804	204	120	136	256	262	82	230	258	1276	218	52
chr1_6962000_6964012	chr1	6962000	6964012	.	2013	26	28	58	40	47	30	16	30	72	27	53
chr1_7663128_7665471	chr1	7663128	7665471	.	2344	20	8	80	58	26	15	8	22	20	8	27
chr1_7679884_7681094	chr1	7679884	7681094	.	1211	10	14	38	102	24	12	13	32	78	38	42
chr1_7704484_7705924	chr1	7704484	7705924	.	1441	8	20	26	32	12	16	54	90	126	22	16
chr1_7770790_7771994	chr1	7770790	7771994	.	1205	58	72	94	102	66	12	32	134	1012	44	41
chr1_7772166_7773632	chr1	7772166	7773632	.	1467	0	14	6	4	4	8	2	2	32	10	7
chr1_7780499_7781830	chr1	7780499	7781830	.	1332	12	10	4	2	4	5	0	6	30	2	6
chr1_7782707_7785379	chr1	7782707	7785379	.	2673	64	58	114	210	47	26	128	180	256	118	26
chr1_7940390_7941886	chr1	7940390	7941886	.	1497	4	7	2	16	19	12	6	6	22	10	2
chr1_7953735_7954654	chr1	7953735	7954654	.	920	23	32	56	40	65	63	20	10	84	30	36
chr1_7961022_7962422	chr1	7961022	7962422	.	1401	110	84	141	278	251	87	103	168	554	164	28
chr1_8025430_8027351	chr1	8025430	8027351	.	1922	60	18	139	207	61	18	78	122	196	68	24
chr1_8217130_8217790	chr1	8217130	8217790	.	661	8	10	14	31	12	7	26	48	20	0	9
chr1_8317316_8318640	chr1	8317316	8318640	.	1325	33	27	61	137	26	24	25	48	48	20	20
chr1_8422621_8424751	chr1	8422621	8424751	.	2131	61	34	38	106	115	46	41	64	596	50	22
chr1_8702741_8703902	chr1	8702741	8703902	.	1162	16	28	34	100	50	10	44	80	602	10	11
chr1_8815944_8818504	chr1	8815944	8818504	.	2561	62	53	110	228	88	29	130	136	1352	110	32
chr1_8873598_8880157	chr1	8873598	8880157	.	6560	310	242	222	494	479	183	251	290	2130	348	189
chr1_8968785_8971207	chr1	8968785	8971207	.	2423	6	16	4	32	41	34	8	3	78	34	18
chr1_9038767_9040445	chr1	9038767	9040445	.	1679	6	8	60	69	12	12	36	36	26	8	46
chr1_9127309_9129834	chr1	9127309	9129834	.	2526	68	34	82	128	92	42	103	90	790	49	58
chr1_9180281_9184026	chr1	9180281	9184026	.	3746	36	52	104	194	54	40	60	104	2126	42	46
chr1_9198319_9199426	chr1	9198319	9199426	.	1108	4	14	12	26	12	10	22	34	32	8	29
chr1_9210863_9212225	chr1	9210863	9212225	.	1363	1	0	0	22	7	4	10	2	20	6	2
chr1_9234046_9235912	chr1	9234046	9235912	.	1867	14	13	18	34	31	16	40	67	188	19	8
chr1_9244557_9245649	chr1	9244557	9245649	.	1093	18	4	16	30	11	5	7	18	32	10	6
chr1_9263515_9264731	chr1	9263515	9264731	.	1217	12	10	33	77	5	21	16	30	28	2	31
chr1_9292114_9294585	chr1	9292114	9294585	.	2472	22	18	98	119	52	6	64	152	1416	50	10
chr1_9413379_9414175	chr1	9413379	9414175	.	797	31	30	22	48	64	24	12	14	20	20	22
chr1_9539150_9540443	chr1	9539150	9540443	.	1294	35	14	96	95	54	19	106	164	1382	37	42
chr1_9588160_9589929	chr1	9588160	9589929	.	1770	7	12	48	68	25	4	66	99	632	3	4
chr1_9592969_9593609	chr1	9592969	9593609	.	641	10	7	2	7	23	9	10	2	26	8	12
chr1_9626227_9627992	chr1	9626227	9627992	.	1766	50	33	66	90	115	29	10	52	75	58	43
chr1_9628429_9632600	chr1	9628429	9632600	.	4172	67	40	60	90	124	53	33	2	274	85	12
chr1_9635602_9637583	chr1	9635602	9637583	.	1982	4	4	11	10	8	8	8	0	42	10	6
chr1_9648219_9650203	chr1	9648219	9650203	.	1985	9	17	14	8	16	11	4	2	42	4	10
chr1_9651213_9654948	chr1	9651213	9654948	.	3736	151	126	180	249	238	117	74	106	2752	160	60
chr1_9687403_9690715	chr1	9687403	9690715	.	3313	109	71	118	156	74	32	78	80	280	103	80
chr1_9693045_9693683	chr1	9693045	9693683	.	639	1	4	0	2	8	2	3	4	22	2	0
chr1_9715015_9716322	chr1	9715015	9716322	.	1308	53	25	27	28	61	14	22	30	50	18	21
chr1_9716758_9717539	chr1	9716758	9717539	.	782	32	22	8	27	64	21	5	2	80	18	17
chr1_9718681_9721146	chr1	9718681	9721146	.	2466	35	24	42	77	53	22	28	29	38	58	38
chr1_9721516_9722679	chr1	9721516	9722679	.	1164	14	8	30	108	16	11	16	14	3	14	22
chr1_9822681_9824961	chr1	9822681	9824961	.	2281	52	42	82	140	71	31	87	60	1074	78	20
chr1_9909409_9910959	chr1	9909409	9910959	.	1551	31	8	36	22	32	19	42	56	216	12	49
chr1_9942613_9944365	chr1	9942613	9944365	.	1753	23	48	40	54	83	27	20	36	248	52	64
chr1_9996916_9998165	chr1	9996916	9998165	.	1250	22	20	96	94	16	12	30	48	36	29	2
chr1_10031937_10034118	chr1	10031937	10034118	.	2182	68	74	111	178	168	54	52	78	554	82	60
chr1_10078385_10079500	chr1	10078385	10079500	.	1116	0	4	0	0	4	15	8	0	20	0	16
chr1_10209867_10211736	chr1	10209867	10211736	.	1870	40	55	102	86	73	21	98	64	1008	77	22
chr1_10398212_10400529	chr1	10398212	10400529	.	2318	88	60	82	157	153	73	56	80	812	127	114
chr1_10426391_10426978	chr1	10426391	10426978	.	588	12	6	10	47	2	3	14	32	10	19	12
chr1_10429772_10431348	chr1	10429772	10431348	.	1577	142	104	108	246	148	62	95	130	264	132	78
chr1_10471918_10474372	chr1	10471918	10474372	.	2455	37	44	27	32	41	51	26	8	212	28	45
chr1_10474591_10475913	chr1	10474591	10475913	.	1323	36	20	26	53	35	10	8	8	174	21	64
chr1_10637477_10638960	chr1	10637477	10638960	.	1484	16	4	60	78	2	14	30	36	12	18	18
chr1_10641815_10643041	chr1	10641815	10643041	.	1227	8	36	66	72	14	4	22	32	14	16	38
chr1_10650653_10652215	chr1	10650653	10652215	.	1563	15	6	68	52	10	3	10	30	17	3	46
chr1_10665898_10666367	chr1	10665898	10666367	.	470	2	0	8	27	3	0	4	30	4	4	5
chr1_10669407_10670759	chr1	10669407	10670759	.	1353	11	4	58	36	4	3	17	8	12	20	12
chr1_10671755_10673041	chr1	10671755	10673041	.	1287	10	6	44	40	3	8	14	23	10	4	4
chr1_10693307_10694567	chr1	10693307	10694567	.	1261	44	63	60	106	57	26	32	92	684	44	24
chr1_10694920_10695792	chr1	10694920	10695792	.	873	22	16	56	53	14	5	37	27	38	14	18
chr1_10704166_10704920	chr1	10704166	10704920	.	755	5	6	18	75	14	4	9	36	20	0	34
chr1_10794731_10796882	chr1	10794731	10796882	.	2152	10	18	61	105	13	9	70	34	74	26	52
chr1_10866618_10867648	chr1	10866618	10867648	.	1031	4	8	28	25	15	5	40	40	16	18	9
chr1_11011565_11013436	chr1	11011565	11013436	.	1872	78	67	70	178	118	44	29	104	1008	130	82
chr1_11058576_11060710	chr1	11058576	11060710	.	2135	49	66	54	94	52	42	92	77	1138	50	14
chr1_11098795_11100346	chr1	11098795	11100346	.	1552	70	132	60	172	172	42	32	36	678	108	92
chr1_11261117_11263633	chr1	11261117	11263633	.	2517	81	42	69	98	108	22	34	29	342	42	84
chr1_11272618_11274908	chr1	11272618	11274908	.	2291	62	42	95	142	113	54	44	54	156	81	46
chr1_11278744_11279218	chr1	11278744	11279218	.	475	0	6	0	0	9	0	5	0	20	0	0
chr1_11478384_11480334	chr1	11478384	11480334	.	1951	12	24	91	128	47	16	50	75	82	20	37
chr1_11491443_11491946	chr1	11491443	11491946	.	504	4	0	4	20	0	0	7	0	18	14	4
chr1_11501359_11502196	chr1	11501359	11502196	.	838	10	5	24	50	11	0	22	24	26	2	14
chr1_11519915_11520906	chr1	11519915	11520906	.	992	10	10	44	34	6	3	6	23	6	7	14
chr1_11650066_11651017	chr1	11650066	11651017	.	952	13	22	28	54	24	10	18	56	17	22	12
chr1_11653418_11656558	chr1	11653418	11656558	.	3141	38	33	56	120	42	33	68	86	404	44	47
chr1_11658002_11658915	chr1	11658002	11658915	.	914	6	0	7	22	12	4	3	6	22	13	25
chr1_11663949_11665291	chr1	11663949	11665291	.	1343	22	14	48	45	24	10	33	48	590	19	39
chr1_11677020_11678282	chr1	11677020	11678282	.	1263	4	4	10	14	2	4	30	2	6	2	12
chr1_11680052_11682201	chr1	11680052	11682201	.	2150	94	83	118	176	83	66	66	106	830	74	56
chr1_11690321_11692950	chr1	11690321	11692950	.	2630	24	4	116	206	4	12	68	78	166	56	36
chr1_11735538_11737185	chr1	11735538	11737185	.	1648	64	35	56	120	54	42	10	18	174	75	34
chr1_11763706_11764734	chr1	11763706	11764734	.	1029	8	10	42	14	6	0	16	0	2	5	5
chr1_11803073_11804195	chr1	11803073	11804195	.	1123	18	11	6	21	21	3	11	0	38	15	16
chr1_11804857_11806815	chr1	11804857	11806815	.	1959	136	104	86	162	198	73	26	66	454	128	104
chr1_11906327_11907957	chr1	11906327	11907957	.	1631	21	22	38	34	32	18	1	4	6	28	14
chr1_11908430_11910579	chr1	11908430	11910579	.	2150	98	102	92	134	218	70	42	29	80	117	86
chr1_11924938_11927095	chr1	11924938	11927095	.	2158	10	26	21	82	47	12	27	42	712	8	4
chr1_11934138_11935338	chr1	11934138	11935338	.	1201	34	11	42	130	46	27	26	46	119	23	10
chr1_11979506_11981218	chr1	11979506	11981218	.	1713	118	84	111	288	141	50	74	96	555	62	124
chr1_12008135_12009038	chr1	12008135	12009038	.	904	6	12	26	6	10	4	23	12	22	14	14
chr1_12015760_12017024	chr1	12015760	12017024	.	1265	8	9	3	6	18	9	2	2	22	11	12
chr1_12018265_12022449	chr1	12018265	12022449	.	4185	100	59	92	155	147	46	62	47	840	113	49
chr1_12026671_12027474	chr1	12026671	12027474	.	804	3	0	7	2	10	5	2	0	24	8	0
chr1_12061351_12062379	chr1	12061351	12062379	.	1029	4	3	0	2	7	4	10	0	22	0	0
chr1_12062870_12065475	chr1	12062870	12065475	.	2606	21	28	26	98	49	20	64	40	572	28	26
chr1_12142091_12142651	chr1	12142091	12142651	.	561	8	6	6	22	1	6	2	22	22	17	14
chr1_12159552_12161066	chr1	12159552	12161066	.	1515	20	14	13	20	58	13	15	22	20	16	19
chr1_12163380_12166022	chr1	12163380	12166022	.	2643	20	8	16	2	16	26	2	2	64	14	10
chr1_12166263_12174050	chr1	12166263	12174050	.	7788	94	102	73	148	138	66	52	48	1948	116	70
chr1_12184477_12185391	chr1	12184477	12185391	.	915	10	2	46	28	8	7	8	0	0	10	18
chr1_12201877_12202380	chr1	12201877	12202380	.	504	14	14	42	37	12	2	8	12	5	10	8
chr1_12229621_12231386	chr1	12229621	12231386	.	1766	30	18	66	88	42	21	49	108	926	30	52
chr1_12594867_12597400	chr1	12594867	12597400	.	2534	52	28	90	145	78	27	48	36	66	32	92
chr1_12615751_12619448	chr1	12615751	12619448	.	3698	160	152	88	224	239	82	45	54	456	125	87
chr1_13438980_13439764	chr1	13438980	13439764	.	785	2	10	24	56	6	0	36	42	6	18	28
chr1_13513386_13514394	chr1	13513386	13514394	.	1009	5	2	12	34	8	12	12	40	10	6	20
chr1_13699387_13701195	chr1	13699387	13701195	.	1809	58	28	36	62	23	22	68	54	734	38	11
chr1_13748619_13750297	chr1	13748619	13750297	.	1679	40	62	70	136	34	22	80	160	872	70	4
chr1_14598222_14599640	chr1	14598222	14599640	.	1419	10	8	32	52	11	4	46	62	18	18	12
chr1_15153442_15154390	chr1	15153442	15154390	.	949	6	21	61	70	10	4	24	54	60	4	5
chr1_15409211_15413532	chr1	15409211	15413532	.	4322	97	81	140	250	90	57	122	242	4200	122	77
chr1_15428530_15429911	chr1	15428530	15429911	.	1382	35	19	44	76	25	10	8	28	14	19	40
chr1_15522970_15526603	chr1	15522970	15526603	.	3634	156	196	134	210	506	175	116	120	798	194	179
chr1_15526628_15527474	chr1	15526628	15527474	.	847	50	82	74	126	68	28	46	50	510	78	98
chr1_15584557_15585448	chr1	15584557	15585448	.	892	2	26	30	68	17	8	30	26	194	26	12
chr1_15603113_15603723	chr1	15603113	15603723	.	611	22	19	11	18	57	20	2	0	46	6	38
chr1_15616905_15618939	chr1	15616905	15618939	.	2035	40	50	114	138	99	42	92	250	1870	48	18
chr1_15683000_15685257	chr1	15683000	15685257	.	2258	44	21	70	42	36	26	22	20	574	16	24
chr1_15758359_15759384	chr1	15758359	15759384	.	1026	8	8	33	71	4	10	19	54	12	28	24
chr1_15759805_15760614	chr1	15759805	15760614	.	810	0	2	11	14	0	2	10	4	20	0	16
chr1_15833247_15837847	chr1	15833247	15837847	.	4601	374	324	392	720	618	197	200	380	1044	420	312
chr1_15838052_15841542	chr1	15838052	15841542	.	3491	22	14	26	14	44	30	16	8	80	20	23
chr1_15846783_15850413	chr1	15846783	15850413	.	3631	122	84	184	197	133	65	237	390	4978	164	74
chr1_15943278_15946372	chr1	15943278	15946372	.	3095	64	36	116	156	60	24	58	76	54	26	76
chr1_15975157_15976220	chr1	15975157	15976220	.	1064	128	96	142	230	158	63	92	76	1036	209	82
chr1_16012713_16013492	chr1	16012713	16013492	.	780	6	13	33	24	26	16	10	10	24	6	10
chr1_16026722_16027884	chr1	16026722	16027884	.	1163	6	2	52	32	16	6	16	4	10	12	18
chr1_16072974_16073989	chr1	16072974	16073989	.	1016	6	4	22	14	6	6	32	56	32	2	7
chr1_16145049_16146444	chr1	16145049	16146444	.	1396	12	6	48	43	11	6	21	37	3	2	31
chr1_16154885_16157213	chr1	16154885	16157213	.	2329	23	34	38	108	26	12	39	78	38	18	48
chr1_16167383_16168516	chr1	16167383	16168516	.	1134	19	7	46	82	45	8	12	12	34	34	34
chr1_16205877_16208487	chr1	16205877	16208487	.	2611	204	158	194	332	412	187	237	234	469	198	173
chr1_16236554_16237869	chr1	16236554	16237869	.	1316	37	26	31	90	78	23	49	42	48	18	20
chr1_16351649_16353437	chr1	16351649	16353437	.	1789	88	79	137	282	137	45	97	178	745	153	38
chr1_16365478_16368501	chr1	16365478	16368501	.	3024	129	190	99	262	476	150	62	58	534	172	126
chr1_16440346_16441525	chr1	16440346	16441525	.	1180	44	22	30	36	66	17	12	2	50	19	12
chr1_16441868_16442531	chr1	16441868	16442531	.	664	0	5	4	6	9	10	0	6	36	6	8
chr1_16474066_16474582	chr1	16474066	16474582	.	517	7	4	20	40	10	1	14	50	8	16	3
chr1_16483628_16484939	chr1	16483628	16484939	.	1312	8	6	56	83	2	10	8	28	28	10	32
chr1_16498355_16500243	chr1	16498355	16500243	.	1889	20	25	96	62	21	13	75	144	760	78	19
chr1_16612283_16614403	chr1	16612283	16614403	.	2121	193	178	322	537	196	138	186	254	378	230	202
chr1_16625693_16626460	chr1	16625693	16626460	.	768	19	8	62	37	7	7	10	23	21	16	33
chr1_16629478_16632267	chr1	16629478	16632267	.	2790	49	31	126	182	35	30	109	90	24	26	60
chr1_16632837_16633524	chr1	16632837	16633524	.	688	10	14	42	46	13	4	8	1	7	2	9
chr1_16643769_16645861	chr1	16643769	16645861	.	2093	80	60	68	132	112	70	44	42	103	109	50
chr1_16724783_16725645	chr1	16724783	16725645	.	863	23	24	52	84	32	6	20	4	17	31	70
chr1_16888663_16889646	chr1	16888663	16889646	.	984	32	38	46	60	51	11	23	10	74	60	64
chr1_16912816_16915272	chr1	16912816	16915272	.	2457	68	32	129	166	86	28	72	54	372	58	18
chr1_16935693_16937009	chr1	16935693	16937009	.	1317	15	27	23	20	18	8	15	8	28	26	20
chr1_16938330_16940314	chr1	16938330	16940314	.	1985	31	8	156	207	29	26	24	136	30	22	59
chr1_16945475_16946982	chr1	16945475	16946982	.	1508	10	8	48	24	22	8	19	8	18	4	9
chr1_16958417_16958870	chr1	16958417	16958870	.	454	10	4	8	34	17	5	6	32	18	0	0
chr1_16960643_16961342	chr1	16960643	16961342	.	700	12	0	9	10	8	0	10	36	70	0	3
chr1_16985538_16987319	chr1	16985538	16987319	.	1782	2	20	48	70	7	11	18	30	16	4	34
chr1_17010644_17012287	chr1	17010644	17012287	.	1644	18	20	64	94	19	6	10	56	748	24	26
chr1_17053748_17054536	chr1	17053748	17054536	.	789	16	20	24	25	34	22	10	8	40	12	20
chr1_17419370_17420150	chr1	17419370	17420150	.	781	14	8	29	42	18	0	6	4	22	4	21
chr1_17437196_17439806	chr1	17437196	17439806	.	2611	103	42	80	154	130	44	107	184	2362	90	50
chr1_18107699_18108476	chr1	18107699	18108476	.	778	6	0	22	10	5	4	12	38	12	2	6
chr1_18481820_18483489	chr1	18481820	18483489	.	1670	28	16	56	72	41	10	22	40	12	12	70
chr1_18646499_18647367	chr1	18646499	18647367	.	869	14	8	46	40	3	3	8	50	6	7	10
chr1_18716765_18717449	chr1	18716765	18717449	.	685	4	4	18	30	0	6	8	54	16	0	2
chr1_18738208_18739203	chr1	18738208	18739203	.	996	0	2	10	42	8	2	32	4	3	7	6
chr1_18901872_18903356	chr1	18901872	18903356	.	1485	34	29	58	114	59	15	36	66	320	29	24
chr1_18926211_18927573	chr1	18926211	18927573	.	1363	40	31	22	43	51	23	8	16	24	26	18
chr1_18953700_18955026	chr1	18953700	18955026	.	1327	23	10	10	21	44	18	10	0	42	21	7
chr1_18955191_18958192	chr1	18955191	18958192	.	3002	135	56	130	228	84	48	104	182	1908	116	58
chr1_19209079_19211474	chr1	19209079	19211474	.	2396	120	149	71	207	180	54	62	86	538	132	71
chr1_19251029_19252679	chr1	19251029	19252679	.	1651	50	44	54	152	82	45	52	46	433	84	66
chr1_19258260_19258892	chr1	19258260	19258892	.	633	2	6	2	2	2	2	6	1	22	7	7
chr1_19311044_19313284	chr1	19311044	19313284	.	2241	71	92	172	238	96	25	87	214	792	110	134
chr1_19483549_19487034	chr1	19483549	19487034	.	3486	95	94	150	200	168	60	114	196	1834	89	49
chr1_19596523_19597999	chr1	19596523	19597999	.	1477	144	100	77	230	208	70	78	118	636	104	66
chr1_19643129_19644324	chr1	19643129	19644324	.	1196	24	2	26	74	28	2	12	20	120	2	10
chr1_19644493_19646024	chr1	19644493	19646024	.	1532	22	21	52	106	22	13	54	46	404	27	12
chr1_19664830_19665387	chr1	19664830	19665387	.	558	0	3	22	40	0	4	24	38	7	2	2
chr1_19665623_19666454	chr1	19665623	19666454	.	832	8	0	48	51	1	5	26	40	11	2	16
chr1_19678977_19679454	chr1	19678977	19679454	.	478	4	18	44	73	2	8	21	6	7	2	4
chr1_19799158_19800486	chr1	19799158	19800486	.	1329	20	2	61	28	27	12	40	9	546	22	31
chr1_19881906_19883359	chr1	19881906	19883359	.	1454	86	36	204	302	80	32	90	150	1698	152	38
chr1_20163458_20164653	chr1	20163458	20164653	.	1196	0	0	2	8	0	2	30	1	0	0	6
chr1_20185550_20186514	chr1	20185550	20186514	.	965	33	26	44	54	68	10	16	24	74	21	39
chr1_20366063_20367543	chr1	20366063	20367543	.	1481	18	12	56	30	14	12	16	44	2	2	2
chr1_20483749_20487409	chr1	20483749	20487409	.	3661	34	18	108	256	28	24	64	91	226	51	64
chr1_20506612_20508257	chr1	20506612	20508257	.	1646	30	40	27	78	92	24	28	8	188	28	51
chr1_20551980_20554793	chr1	20551980	20554793	.	2814	24	4	100	110	14	4	37	84	22	10	56
chr1_20633187_20634318	chr1	20633187	20634318	.	1132	16	24	60	90	32	8	56	124	572	26	20
chr1_20638735_20639877	chr1	20638735	20639877	.	1143	0	8	0	0	8	7	2	4	26	1	12
chr1_20660536_20662531	chr1	20660536	20662531	.	1996	42	66	73	82	74	36	12	22	418	68	106
chr1_20684637_20685805	chr1	20684637	20685805	.	1169	2	0	16	32	16	0	30	16	8	12	35
chr1_20717153_20718624	chr1	20717153	20718624	.	1472	20	13	32	95	26	13	39	40	46	9	22
chr1_20726168_20728475	chr1	20726168	20728475	.	2308	20	10	72	70	22	8	42	10	15	12	42
chr1_20731062_20733207	chr1	20731062	20733207	.	2146	36	29	90	110	68	26	49	68	142	46	46
chr1_20785646_20787601	chr1	20785646	20787601	.	1956	305	219	372	682	307	91	196	392	2336	344	100
chr1_21175303_21177520	chr1	21175303	21177520	.	2218	52	36	32	84	89	58	30	120	1266	75	16
chr1_21288894_21292038	chr1	21288894	21292038	.	3145	34	32	78	100	62	62	64	98	874	78	59
chr1_21341170_21341702	chr1	21341170	21341702	.	533	0	0	0	4	0	4	4	0	26	4	5
chr1_21344059_21346645	chr1	21344059	21346645	.	2587	40	44	104	78	105	27	66	176	1492	64	42
chr1_21439126_21440954	chr1	21439126	21440954	.	1829	76	82	108	158	107	24	54	142	426	98	38
chr1_21508925_21510566	chr1	21508925	21510566	.	1642	20	20	44	51	30	6	21	10	24	14	34
chr1_21590007_21590799	chr1	21590007	21590799	.	793	6	0	46	34	20	4	20	14	2	12	0
chr1_21650698_21652666	chr1	21650698	21652666	.	1969	2	10	34	46	14	7	48	39	44	15	17
chr1_21669027_21670159	chr1	21669027	21670159	.	1133	11	20	32	34	15	6	26	19	50	20	57
chr1_21780617_21784109	chr1	21780617	21784109	.	3493	236	174	202	536	220	100	160	234	1963	223	90
chr1_21813739_21815027	chr1	21813739	21815027	.	1289	21	12	46	48	9	8	15	14	14	8	46
chr1_21854705_21856070	chr1	21854705	21856070	.	1366	10	10	42	49	14	0	16	11	10	16	16
chr1_21863947_21864397	chr1	21863947	21864397	.	451	7	0	9	0	5	0	0	4	22	3	4
chr1_21936655_21937836	chr1	21936655	21937836	.	1182	6	0	34	10	5	2	18	76	78	10	4
chr1_22024133_22027044	chr1	22024133	22027044	.	2912	72	92	52	78	272	104	26	26	106	104	56
chr1_22051564_22053986	chr1	22051564	22053986	.	2423	68	64	130	125	68	44	102	214	2498	82	8
chr1_22141876_22142734	chr1	22141876	22142734	.	859	16	10	26	40	12	14	24	28	36	21	12
chr1_22143235_22143942	chr1	22143235	22143942	.	708	0	0	24	18	4	0	21	20	28	0	7
chr1_22451018_22453524	chr1	22451018	22453524	.	2507	62	67	58	168	86	46	32	34	234	64	106
chr1_22711412_22711957	chr1	22711412	22711957	.	546	5	3	12	72	0	6	16	38	6	8	0
chr1_22952960_22954522	chr1	22952960	22954522	.	1563	2	10	40	128	4	6	40	68	8	16	8
chr1_23018836_23020555	chr1	23018836	23020555	.	1720	60	60	74	194	59	31	65	124	1600	64	18
chr1_23167142_23169749	chr1	23167142	23169749	.	2608	54	26	82	173	36	30	88	84	1544	36	16
chr1_23177454_23178042	chr1	23177454	23178042	.	589	13	9	30	24	32	6	28	26	30	2	9
chr1_23216690_23217976	chr1	23216690	23217976	.	1287	6	8	44	72	10	5	6	58	24	12	30
chr1_23343266_23345149	chr1	23343266	23345149	.	1884	194	132	212	434	279	112	108	182	1950	136	86
chr1_23345888_23347074	chr1	23345888	23347074	.	1187	6	10	16	4	8	4	16	2	30	8	42
chr1_23367684_23370216	chr1	23367684	23370216	.	2533	82	95	76	150	234	86	50	66	436	116	126
