# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "merged_peaks.saf" "-F" "SAF" "-p" "-o" "counts.txt" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_FIX_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_FIX_R2.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_NATIVE_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_NATIVE_R2.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_FIX_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_FIX_R2.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_NATIVE_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_NATIVE_R2.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/aH3K4me3_NATIVE_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/IgG_FIX_R1.target.filtered.sorted.bam" "../../../../results_no_normalisation/02_alignment/bowtie2/target/IgG_NATIVE_R1.target.filtered.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_FIX_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_FIX_R2.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_NATIVE_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFLAG_NATIVE_R2.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_FIX_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_FIX_R2.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_NATIVE_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aFOXP3_NATIVE_R2.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/aH3K4me3_NATIVE_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/IgG_FIX_R1.target.filtered.sorted.bam	../../../../results_no_normalisation/02_alignment/bowtie2/target/IgG_NATIVE_R1.target.filtered.sorted.bam
peak267	chr1	6561003	6562112	.	1110	6	1	1	7	5	0	0	6	32	2	0
peak268	chr1	6574124	6575238	.	1115	27	0	48	25	8	8	2	22	20	1	8
peak269	chr1	6578806	6582776	.	3971	102	102	92	148	130	52	48	66	732	87	83
peak270	chr1	6584274	6586287	.	2014	10	9	12	20	8	4	17	0	38	9	2
peak271	chr1	6590890	6591997	.	1108	12	4	0	16	10	6	2	0	22	8	14
peak272	chr1	6592968	6594094	.	1127	9	4	16	60	12	6	16	42	26	16	27
peak273	chr1	6595934	6596691	.	758	4	0	1	0	2	2	4	2	28	3	7
peak274	chr1	6597443	6599881	.	2439	24	6	28	22	14	10	18	14	74	8	16
peak275	chr1	6600702	6606727	.	6026	210	163	285	495	296	92	224	362	4274	301	76
peak276	chr1	6608153	6609329	.	1177	10	8	7	14	2	16	6	8	38	8	4
peak277	chr1	6610000	6611224	.	1225	16	10	6	8	4	10	10	2	22	13	2
peak278	chr1	6612100	6618828	.	6729	164	154	346	556	194	85	170	340	7228	200	178
peak279	chr1	6619738	6621177	.	1440	8	15	2	14	2	8	8	2	44	2	8
peak280	chr1	6624812	6626224	.	1413	54	62	50	80	21	30	44	68	1549	53	40
peak281	chr1	6643617	6644521	.	905	0	2	10	4	2	0	8	2	20	5	4
peak282	chr1	6700990	6702321	.	1332	45	9	46	115	32	10	72	62	930	70	7
peak283	chr1	6715056	6715849	.	794	5	8	30	44	2	0	8	34	12	10	0
peak284	chr1	6783936	6786738	.	2803	204	120	136	256	262	82	230	258	1276	218	52
peak285	chr1	6962001	6964012	.	2012	26	28	58	40	47	30	16	30	72	27	53
peak286	chr1	7663129	7665471	.	2343	20	8	80	58	26	15	8	22	20	8	27
peak287	chr1	7679885	7681094	.	1210	10	14	38	102	24	12	13	32	78	38	42
peak288	chr1	7704485	7705924	.	1440	8	20	26	32	12	16	54	90	126	22	16
peak289	chr1	7770791	7771994	.	1204	58	72	94	102	66	12	32	134	1012	44	41
peak290	chr1	7772167	7773632	.	1466	0	14	6	4	4	8	2	2	32	10	7
peak291	chr1	7780500	7781830	.	1331	12	10	4	2	4	5	0	6	30	2	6
peak292	chr1	7782708	7785379	.	2672	64	58	114	210	47	26	128	180	256	118	26
peak293	chr1	7940391	7941886	.	1496	4	7	2	16	19	12	6	6	22	10	2
peak294	chr1	7953736	7954654	.	919	23	32	56	40	65	63	20	10	84	30	36
peak295	chr1	7961023	7962422	.	1400	110	84	141	278	251	87	103	168	554	164	28
peak296	chr1	8025431	8027351	.	1921	60	18	139	207	61	18	78	122	196	68	24
peak297	chr1	8217131	8217790	.	660	8	10	14	31	12	7	26	48	20	0	9
peak298	chr1	8317317	8318640	.	1324	33	27	61	137	26	24	25	48	48	20	20
peak299	chr1	8422622	8424751	.	2130	61	34	38	106	115	46	41	64	596	50	22
peak300	chr1	8702742	8703902	.	1161	16	28	34	100	50	10	44	80	602	10	11
peak301	chr1	8815945	8818504	.	2560	62	53	110	228	88	29	130	136	1352	110	32
peak302	chr1	8873599	8880157	.	6559	310	242	222	494	479	183	251	290	2130	348	189
peak303	chr1	8968786	8971207	.	2422	6	16	4	32	41	34	8	3	78	34	18
peak304	chr1	9038768	9040445	.	1678	6	8	60	69	12	12	36	36	26	8	46
peak305	chr1	9127310	9129834	.	2525	68	34	82	128	92	42	103	90	790	49	58
peak306	chr1	9180282	9184026	.	3745	36	52	104	194	54	40	60	104	2126	42	46
peak307	chr1	9198320	9199426	.	1107	4	14	12	26	12	10	22	34	32	8	29
peak308	chr1	9210864	9212225	.	1362	1	0	0	22	7	4	10	2	20	6	2
peak309	chr1	9234047	9235912	.	1866	14	13	18	34	31	16	40	67	188	19	8
peak310	chr1	9244558	9245649	.	1092	18	4	16	30	11	5	7	18	32	10	6
peak311	chr1	9263516	9264731	.	1216	12	10	33	77	5	21	16	30	28	2	31
peak312	chr1	9292115	9294585	.	2471	22	18	98	119	52	6	64	152	1416	50	10
peak313	chr1	9413380	9414175	.	796	31	30	22	48	64	24	12	14	20	20	22
peak314	chr1	9539151	9540443	.	1293	35	14	96	95	54	19	106	164	1382	37	42
peak315	chr1	9588161	9589929	.	1769	7	12	48	68	25	4	66	99	632	3	4
peak316	chr1	9592970	9593609	.	640	10	7	2	7	23	9	10	2	26	8	12
peak317	chr1	9626228	9627992	.	1765	50	33	66	90	115	29	10	52	75	58	43
peak318	chr1	9628430	9632600	.	4171	67	40	59	90	124	53	33	2	274	85	12
peak319	chr1	9635603	9637583	.	1981	4	4	11	10	8	8	8	0	42	10	6
peak320	chr1	9648220	9650203	.	1984	9	17	14	8	16	11	4	2	42	4	10
peak321	chr1	9651214	9654948	.	3735	151	126	180	249	238	117	74	106	2752	160	60
peak322	chr1	9687404	9690715	.	3312	109	71	118	156	74	32	78	80	280	103	80
peak323	chr1	9693046	9693683	.	638	1	4	0	2	8	2	3	4	22	2	0
peak324	chr1	9715016	9716322	.	1307	53	25	27	28	61	14	22	30	50	18	21
peak325	chr1	9716759	9717539	.	781	32	22	8	27	64	21	5	2	80	18	17
peak326	chr1	9718682	9721146	.	2465	35	24	42	77	53	22	28	29	38	58	38
peak327	chr1	9721517	9722679	.	1163	14	8	30	108	16	11	16	14	3	14	22
peak328	chr1	9822682	9824961	.	2280	52	42	82	140	71	31	87	60	1074	78	20
peak329	chr1	9909410	9910959	.	1550	31	8	36	22	32	19	42	56	216	12	49
peak330	chr1	9942614	9944365	.	1752	23	48	40	54	83	27	20	36	248	52	64
peak331	chr1	9996917	9998165	.	1249	22	20	96	94	16	12	30	48	36	29	2
peak332	chr1	10031938	10034118	.	2181	68	74	111	178	168	54	52	78	554	82	60
peak333	chr1	10078386	10079500	.	1115	0	4	0	0	4	15	8	0	20	0	16
peak334	chr1	10209868	10211736	.	1869	40	55	102	86	73	21	98	64	1008	77	22
peak335	chr1	10398213	10400529	.	2317	88	60	82	157	153	73	56	80	812	127	114
peak336	chr1	10426392	10426978	.	587	12	6	10	47	2	3	14	32	10	19	12
peak337	chr1	10429773	10431348	.	1576	142	104	108	246	148	62	95	130	264	132	78
peak338	chr1	10471919	10474372	.	2454	37	44	27	32	41	51	26	8	212	28	45
peak339	chr1	10474592	10475913	.	1322	36	20	26	53	35	10	8	8	174	21	64
peak340	chr1	10637478	10638960	.	1483	16	4	60	78	2	14	30	36	12	18	18
peak341	chr1	10641816	10643041	.	1226	8	36	66	72	14	4	22	32	14	16	38
peak342	chr1	10650654	10652215	.	1562	15	6	68	52	10	3	10	30	17	3	46
peak343	chr1	10665899	10666367	.	469	2	0	8	27	3	0	4	30	4	4	5
peak344	chr1	10669408	10670759	.	1352	11	4	58	36	4	3	17	8	12	20	12
peak345	chr1	10671756	10673041	.	1286	10	6	44	40	3	8	14	23	10	4	4
peak346	chr1	10693308	10694567	.	1260	44	63	60	106	57	26	32	92	684	44	24
peak347	chr1	10694921	10695792	.	872	22	16	56	53	14	5	37	26	38	14	18
peak348	chr1	10704167	10704920	.	754	5	6	18	75	14	4	9	36	20	0	34
peak349	chr1	10794732	10796882	.	2151	10	18	61	105	13	9	70	34	74	26	52
peak350	chr1	10866619	10867648	.	1030	4	8	28	25	15	5	40	40	16	18	9
peak351	chr1	11011566	11013436	.	1871	78	67	70	178	118	44	29	104	1008	130	82
peak352	chr1	11058577	11060710	.	2134	49	66	54	94	52	42	92	77	1138	50	14
peak353	chr1	11098796	11100346	.	1551	70	132	60	172	172	42	32	36	677	108	92
peak354	chr1	11261118	11263633	.	2516	81	42	69	98	108	22	34	29	342	42	84
peak355	chr1	11272619	11274908	.	2290	62	42	95	142	113	54	44	54	156	81	46
peak356	chr1	11278745	11279218	.	474	0	6	0	0	9	0	5	0	20	0	0
peak357	chr1	11478385	11480334	.	1950	12	24	91	128	47	16	50	75	82	20	37
peak358	chr1	11491444	11491946	.	503	4	0	4	20	0	0	7	0	18	14	4
peak359	chr1	11501360	11502196	.	837	10	5	24	50	11	0	22	24	26	2	14
peak360	chr1	11519916	11520906	.	991	10	10	44	34	6	3	6	23	6	7	14
peak361	chr1	11650067	11651017	.	951	13	22	28	54	24	10	18	56	17	22	12
peak362	chr1	11653419	11656558	.	3140	38	33	56	120	42	33	68	86	404	44	47
peak363	chr1	11658003	11658915	.	913	6	0	7	22	12	4	3	6	22	13	25
peak364	chr1	11663950	11665291	.	1342	22	14	48	45	24	10	33	48	590	19	39
peak365	chr1	11677021	11678282	.	1262	4	4	10	14	2	4	30	2	6	2	12
peak366	chr1	11680053	11682201	.	2149	94	83	118	176	83	66	66	106	830	74	56
peak367	chr1	11690322	11692950	.	2629	24	4	116	206	4	12	68	78	166	56	36
peak368	chr1	11735539	11737185	.	1647	64	35	56	120	54	42	10	18	174	75	34
peak369	chr1	11763707	11764734	.	1028	8	10	42	14	6	0	16	0	2	5	5
peak370	chr1	11803074	11804195	.	1122	18	11	6	21	21	3	11	0	38	15	16
peak371	chr1	11804858	11806815	.	1958	136	104	86	162	198	73	26	66	454	128	104
peak372	chr1	11906328	11907957	.	1630	21	22	38	34	32	18	1	4	6	28	14
peak373	chr1	11908431	11910579	.	2149	98	102	92	134	218	70	42	29	80	117	86
peak374	chr1	11924939	11927095	.	2157	10	26	21	82	47	12	27	42	712	8	4
peak375	chr1	11934139	11935338	.	1200	34	11	42	130	46	27	26	46	119	23	10
peak376	chr1	11979507	11981218	.	1712	118	84	111	288	141	50	74	96	555	62	124
peak377	chr1	12008136	12009038	.	903	6	12	26	6	10	4	23	12	22	14	14
peak378	chr1	12015761	12017024	.	1264	8	9	3	6	18	9	2	2	22	11	12
peak379	chr1	12018266	12022449	.	4184	100	59	92	155	147	46	62	47	840	113	49
peak380	chr1	12026672	12027474	.	803	3	0	7	2	10	5	2	0	24	8	0
peak381	chr1	12061352	12062379	.	1028	4	3	0	2	7	4	10	0	22	0	0
peak382	chr1	12062871	12065475	.	2605	21	28	26	98	49	20	64	40	572	28	26
peak383	chr1	12142092	12142651	.	560	8	6	6	22	1	6	2	22	22	17	14
peak384	chr1	12159553	12161066	.	1514	20	14	13	20	58	13	15	22	20	16	19
peak385	chr1	12163381	12166022	.	2642	20	8	16	2	16	26	2	2	64	14	10
peak386	chr1	12166264	12174050	.	7787	94	102	73	148	138	66	52	48	1948	116	70
peak387	chr1	12184478	12185391	.	914	10	2	46	28	8	7	8	0	0	10	18
peak388	chr1	12201878	12202380	.	503	14	14	42	37	12	2	8	12	5	10	8
peak389	chr1	12229622	12231386	.	1765	30	18	66	88	42	21	49	108	926	30	52
peak390	chr1	12594868	12597400	.	2533	52	28	90	145	78	27	48	36	66	32	92
peak391	chr1	12615752	12619448	.	3697	160	152	88	224	239	82	45	54	456	125	87
peak392	chr1	13438981	13439764	.	784	2	10	24	56	6	0	36	42	6	18	28
peak393	chr1	13513387	13514394	.	1008	5	2	12	34	8	12	12	40	10	6	20
peak394	chr1	13699388	13701195	.	1808	58	28	36	62	23	22	68	54	734	38	11
peak395	chr1	13748620	13750297	.	1678	40	62	70	136	34	22	80	160	872	70	4
peak396	chr1	14598223	14599640	.	1418	10	8	32	52	11	4	46	62	18	18	12
peak397	chr1	15153443	15154390	.	948	6	21	61	70	10	4	24	54	60	4	5
peak398	chr1	15409212	15413532	.	4321	97	81	140	250	90	57	122	242	4200	122	77
peak399	chr1	15428531	15429911	.	1381	35	19	44	76	25	10	8	28	14	19	40
peak400	chr1	15522971	15526603	.	3633	156	196	134	210	506	175	116	120	798	194	179
peak401	chr1	15526629	15527474	.	846	50	82	74	126	68	28	46	50	510	78	98
peak402	chr1	15584558	15585448	.	891	2	26	30	68	17	8	30	26	194	26	12
peak403	chr1	15603114	15603723	.	610	22	19	11	18	57	20	2	0	46	6	38
peak404	chr1	15616906	15618939	.	2034	40	50	114	138	99	42	92	250	1870	48	18
peak405	chr1	15683001	15685257	.	2257	44	21	70	42	36	26	22	20	574	16	24
peak406	chr1	15758360	15759384	.	1025	8	8	33	71	4	10	19	54	12	28	24
peak407	chr1	15759806	15760614	.	809	0	2	11	14	0	2	10	4	20	0	16
peak408	chr1	15833248	15837847	.	4600	374	324	392	720	618	197	200	380	1044	420	312
peak409	chr1	15838053	15841542	.	3490	22	14	26	14	44	30	16	8	80	20	23
peak410	chr1	15846784	15850413	.	3630	122	84	184	197	133	65	237	390	4978	164	74
peak411	chr1	15943279	15946372	.	3094	64	36	116	156	60	24	58	76	54	26	76
peak412	chr1	15975158	15976220	.	1063	128	96	142	230	158	63	92	76	1036	209	82
peak413	chr1	16012714	16013492	.	779	6	13	33	24	26	16	10	10	24	6	10
peak414	chr1	16026723	16027884	.	1162	6	2	52	32	16	6	16	4	10	12	18
peak415	chr1	16072975	16073989	.	1015	6	4	22	14	6	6	32	56	32	2	7
peak416	chr1	16145050	16146444	.	1395	12	6	48	43	11	6	21	37	3	2	31
peak417	chr1	16154886	16157213	.	2328	23	34	38	108	26	12	39	78	38	18	48
peak418	chr1	16167384	16168516	.	1133	19	7	46	82	45	8	12	12	34	34	34
peak419	chr1	16205878	16208487	.	2610	204	158	194	332	412	187	237	234	469	198	173
peak420	chr1	16236555	16237869	.	1315	37	26	31	90	78	23	49	42	48	18	20
peak421	chr1	16351650	16353437	.	1788	88	79	137	282	137	45	97	178	745	153	38
peak422	chr1	16365479	16368501	.	3023	129	190	99	262	476	150	62	58	534	172	126
peak423	chr1	16440347	16441525	.	1179	44	22	30	36	66	17	12	2	50	19	12
peak424	chr1	16441869	16442531	.	663	0	5	4	6	9	10	0	6	36	6	8
peak425	chr1	16474067	16474582	.	516	7	4	20	40	10	1	14	50	8	16	3
peak426	chr1	16483629	16484939	.	1311	8	6	56	83	2	10	8	28	28	10	32
peak427	chr1	16498356	16500243	.	1888	20	25	96	62	21	13	75	144	760	78	19
peak428	chr1	16612284	16614403	.	2120	193	178	322	537	196	138	186	254	378	230	202
peak429	chr1	16625694	16626460	.	767	19	8	62	37	7	7	10	23	21	16	33
peak430	chr1	16629479	16632267	.	2789	48	31	126	182	35	30	109	89	24	26	60
peak431	chr1	16632838	16633524	.	687	10	14	42	46	13	4	8	1	7	2	9
peak432	chr1	16643770	16645861	.	2092	80	60	68	132	112	70	44	42	103	109	50
peak433	chr1	16724784	16725645	.	862	23	24	52	84	32	6	20	4	17	31	70
peak434	chr1	16888664	16889646	.	983	32	38	46	60	51	11	23	10	74	60	64
peak435	chr1	16912817	16915272	.	2456	68	32	129	166	86	28	72	54	372	58	18
peak436	chr1	16935694	16937009	.	1316	15	27	23	20	18	8	15	8	28	26	20
peak437	chr1	16938331	16940314	.	1984	31	8	156	207	29	26	24	136	30	22	59
peak438	chr1	16945476	16946982	.	1507	10	8	48	24	22	8	19	8	18	4	9
peak439	chr1	16958418	16958870	.	453	10	4	8	34	17	5	6	32	18	0	0
peak440	chr1	16960644	16961342	.	699	12	0	9	10	8	0	10	36	70	0	3
peak441	chr1	16985539	16987319	.	1781	2	20	48	70	7	11	18	30	16	4	34
peak442	chr1	17010645	17012287	.	1643	18	20	64	94	19	6	10	56	748	24	26
peak443	chr1	17053749	17054536	.	788	16	20	24	25	34	22	10	8	40	12	20
peak444	chr1	17419371	17420150	.	780	14	8	29	42	18	0	6	4	22	4	21
peak445	chr1	17437197	17439806	.	2610	103	42	80	154	130	44	107	184	2362	90	50
peak446	chr1	18107700	18108476	.	777	6	0	22	10	5	4	12	38	12	2	6
peak447	chr1	18481821	18483489	.	1669	28	16	56	72	41	10	22	40	12	12	70
peak448	chr1	18646500	18647367	.	868	14	8	46	40	3	3	8	50	6	7	10
peak449	chr1	18716766	18717449	.	684	4	4	18	30	0	6	8	54	16	0	2
peak450	chr1	18738209	18739203	.	995	0	2	10	42	8	2	32	3	3	7	6
peak451	chr1	18901873	18903356	.	1484	34	29	58	114	59	15	36	66	320	29	24
peak452	chr1	18926212	18927573	.	1362	40	31	22	43	51	23	8	16	24	26	18
peak453	chr1	18953701	18955026	.	1326	23	10	10	21	44	18	10	0	42	21	7
peak454	chr1	18955192	18958192	.	3001	135	56	130	228	84	48	104	182	1908	116	58
peak455	chr1	19209080	19211474	.	2395	120	149	71	207	180	54	62	86	538	132	71
peak456	chr1	19251030	19252679	.	1650	50	44	54	152	82	45	52	46	433	84	66
peak457	chr1	19258261	19258892	.	632	2	6	2	2	2	2	6	1	22	7	7
peak458	chr1	19311045	19313284	.	2240	71	92	172	238	96	25	87	214	792	110	134
peak459	chr1	19483550	19487034	.	3485	95	94	150	200	168	60	114	196	1834	89	49
peak460	chr1	19596524	19597999	.	1476	144	100	77	230	208	70	78	118	636	104	66
peak461	chr1	19643130	19644324	.	1195	24	2	26	74	28	2	12	20	120	2	10
peak462	chr1	19644494	19646024	.	1531	22	21	52	106	22	13	54	46	404	27	12
peak463	chr1	19664831	19665387	.	557	0	3	22	40	0	4	24	38	7	2	2
peak464	chr1	19665624	19666454	.	831	8	0	48	51	1	5	26	40	11	2	16
peak465	chr1	19678978	19679454	.	477	4	18	44	73	2	8	21	6	7	2	4
peak466	chr1	19799159	19800486	.	1328	20	2	61	28	27	12	40	9	546	22	31
peak467	chr1	19881907	19883359	.	1453	86	36	204	302	80	32	90	150	1698	152	38
peak468	chr1	20163459	20164653	.	1195	0	0	2	8	0	2	30	1	0	0	6
peak469	chr1	20185551	20186514	.	964	33	26	44	54	68	10	16	24	74	21	39
peak470	chr1	20366064	20367543	.	1480	18	12	56	30	14	12	16	44	2	2	2
peak471	chr1	20483750	20487409	.	3660	34	18	108	256	28	24	64	91	226	51	64
peak472	chr1	20506613	20508257	.	1645	30	40	27	78	92	24	28	8	188	28	51
peak473	chr1	20551981	20554793	.	2813	24	4	100	110	14	4	37	84	22	10	56
peak474	chr1	20633188	20634318	.	1131	16	24	60	90	32	8	56	124	572	26	20
peak475	chr1	20638736	20639877	.	1142	0	8	0	0	8	7	2	4	26	1	12
peak476	chr1	20660537	20662531	.	1995	42	66	73	82	74	36	12	22	418	68	106
peak477	chr1	20684638	20685805	.	1168	2	0	16	32	16	0	30	16	8	12	35
peak478	chr1	20717154	20718624	.	1471	20	13	32	95	26	13	39	40	46	9	22
peak479	chr1	20726169	20728475	.	2307	20	10	72	70	22	8	42	10	15	12	42
peak480	chr1	20731063	20733207	.	2145	36	29	90	110	68	26	49	68	142	46	46
peak481	chr1	20785647	20787601	.	1955	305	219	372	682	307	91	196	392	2336	344	100
peak482	chr1	21175304	21177520	.	2217	52	36	32	84	89	58	30	120	1266	75	16
peak483	chr1	21288895	21292038	.	3144	34	32	78	100	62	62	64	98	874	78	59
peak484	chr1	21341171	21341702	.	532	0	0	0	4	0	4	4	0	26	4	5
peak485	chr1	21344060	21346645	.	2586	40	44	104	78	105	27	66	176	1492	64	42
peak486	chr1	21439127	21440954	.	1828	76	82	108	158	107	24	54	142	426	98	38
peak487	chr1	21508926	21510566	.	1641	20	20	44	51	30	6	21	10	24	14	34
peak488	chr1	21590008	21590799	.	792	6	0	46	34	20	4	20	14	2	12	0
peak489	chr1	21650699	21652666	.	1968	2	10	34	46	14	7	48	39	44	15	17
peak490	chr1	21669028	21670159	.	1132	11	20	32	34	15	6	26	19	50	20	57
peak491	chr1	21780618	21784109	.	3492	236	174	202	536	220	100	160	234	1963	223	90
peak492	chr1	21813740	21815027	.	1288	21	12	46	48	9	8	15	14	14	8	46
peak493	chr1	21854706	21856070	.	1365	10	10	42	49	14	0	16	11	10	16	16
peak494	chr1	21863948	21864397	.	450	7	0	9	0	5	0	0	4	22	3	4
peak495	chr1	21936656	21937836	.	1181	6	0	34	10	5	2	18	76	78	10	4
peak496	chr1	22024134	22027044	.	2911	72	92	52	78	272	104	26	26	106	104	56
peak497	chr1	22051565	22053986	.	2422	68	64	130	125	68	44	102	214	2498	82	8
peak498	chr1	22141877	22142734	.	858	16	10	25	40	12	14	24	28	36	21	12
peak499	chr1	22143236	22143942	.	707	0	0	24	18	4	0	21	20	28	0	7
peak500	chr1	22451019	22453524	.	2506	62	67	58	168	86	46	32	34	234	64	106
peak501	chr1	22711413	22711957	.	545	5	3	12	72	0	6	16	38	6	8	0
peak502	chr1	22952961	22954522	.	1562	2	10	40	128	4	6	40	68	8	16	8
peak503	chr1	23018837	23020555	.	1719	60	60	74	194	59	31	65	124	1600	64	18
peak504	chr1	23167143	23169749	.	2607	54	26	82	173	36	30	88	84	1544	36	16
peak505	chr1	23177455	23178042	.	588	13	9	30	24	32	6	28	26	30	2	9
peak506	chr1	23216691	23217976	.	1286	6	8	44	72	10	5	6	58	24	12	30
peak507	chr1	23343267	23345149	.	1883	194	132	212	434	279	112	108	182	1950	136	86
peak508	chr1	23345889	23347074	.	1186	6	10	16	4	8	4	16	2	30	8	42
peak509	chr1	23367685	23370216	.	2532	82	95	76	150	234	86	50	66	436	116	126
peak510	chr1	23423542	23425336	.	1795	26	32	84	138	47	18	47	58	190	46	42
peak511	chr1	23473250	23474493	.	1244	13	0	4	0	4	0	34	2	0	0	8
peak512	chr1	23483728	23485130	.	1403	30	33	58	86	39	6	30	82	324	14	10
peak513	chr1	23528159	23531711	.	3553	72	67	82	174	155	73	48	78	1356	61	73
peak514	chr1	23553811	23555437	.	1627	16	23	28	44	46	12	49	62	172	44	24
peak515	chr1	23556373	23559876	.	3504	78	78	98	134	122	66	45	34	536	110	60
peak516	chr1	23567547	23569264	.	1718	8	12	66	50	7	13	10	52	52	10	15
peak517	chr1	23619255	23619974	.	720	16	12	7	2	13	16	64	46	50	2	0
peak518	chr1	23688619	23689436	.	818	3	2	50	27	2	5	18	38	9	18	9
peak519	chr1	23691677	23693354	.	1678	53	23	16	46	38	34	17	14	38	53	54
peak520	chr1	23742729	23745071	.	2343	58	46	120	178	51	28	24	120	2604	74	30
peak521	chr1	23776890	23780531	.	3642	136	90	82	250	144	39	62	71	836	160	14
peak522	chr1	23787084	23787959	.	876	0	6	0	0	6	3	0	2	28	0	0
peak523	chr1	23790650	23801805	.	11156	174	168	190	362	222	104	138	132	1686	218	230
peak524	chr1	23825025	23826045	.	1021	36	23	18	118	55	28	18	40	244	46	52
peak525	chr1	23867476	23868684	.	1209	62	77	70	106	91	26	36	50	342	46	40
peak526	chr1	23957741	23961021	.	3281	192	302	158	472	498	148	132	216	1815	299	342
peak527	chr1	23964590	23965954	.	1365	4	20	0	4	0	10	6	0	36	0	0
peak528	chr1	23979022	23981009	.	1988	126	79	104	116	141	57	39	52	1018	156	114
peak529	chr1	24186879	24188485	.	1607	44	36	90	86	61	28	14	22	128	54	20
peak530	chr1	24321158	24322938	.	1781	61	66	116	154	157	31	68	56	54	50	44
peak531	chr1	24413147	24415628	.	2482	38	57	45	70	135	58	22	25	118	53	44
peak532	chr1	24415806	24417043	.	1238	9	15	5	24	13	20	3	5	42	9	8
peak533	chr1	24501442	24503849	.	2408	46	54	48	86	170	58	116	168	1852	71	24
peak534	chr1	24555849	24556402	.	554	2	0	20	22	6	8	11	36	26	2	6
peak535	chr1	24641066	24644434	.	3369	228	182	179	230	338	94	108	188	1940	316	151
peak536	chr1	24744460	24746466	.	2007	82	79	66	210	157	47	77	88	1426	86	67
peak537	chr1	24847741	24848982	.	1242	74	73	60	148	172	51	50	70	78	96	98
peak538	chr1	24914252	24914716	.	465	18	28	40	21	21	11	4	40	12	20	44
peak539	chr1	24926765	24933258	.	6494	186	193	261	552	315	130	154	370	2910	223	216
peak540	chr1	24936577	24937836	.	1260	12	6	6	20	7	2	2	4	22	0	8
peak541	chr1	24962018	24965261	.	3244	50	54	30	82	152	47	24	22	302	51	35
peak542	chr1	25021955	25023545	.	1591	75	35	28	58	189	52	6	14	42	70	50
peak543	chr1	25231916	25232796	.	881	25	43	2	50	102	24	0	0	300	39	7
peak544	chr1	25233815	25235178	.	1364	12	10	0	0	19	8	2	8	26	24	6
peak545	chr1	25238557	25240310	.	1754	45	40	42	36	75	15	8	16	37	38	10
peak546	chr1	25241313	25242543	.	1231	13	5	10	0	11	7	2	2	30	5	1
peak547	chr1	25245793	25248256	.	2464	199	205	150	326	286	115	36	90	996	192	142
peak548	chr1	25266226	25267125	.	900	2	2	0	0	12	0	0	0	32	0	8
peak549	chr1	25267724	25268218	.	495	22	2	18	38	15	8	4	22	32	18	24
peak550	chr1	25336876	25337454	.	579	8	8	2	14	10	6	0	0	62	6	4
peak551	chr1	25337771	25339687	.	1917	192	178	170	482	254	70	84	118	942	162	276
peak552	chr1	25429706	25432855	.	3150	160	178	189	272	416	143	146	310	2464	214	78
peak553	chr1	25543160	25544742	.	1583	20	14	78	54	14	20	56	80	562	18	14
peak554	chr1	25549163	25550272	.	1110	10	22	16	30	51	16	24	4	22	20	0
peak555	chr1	25616054	25618635	.	2582	76	68	137	245	71	38	90	196	492	118	52
peak556	chr1	25800332	25801092	.	761	16	4	14	38	6	3	18	30	10	22	3
peak557	chr1	25819168	25821798	.	2631	102	126	88	190	132	38	38	70	926	142	78
peak558	chr1	25858792	25859915	.	1124	36	16	14	72	21	22	22	24	92	38	18
peak559	chr1	25874815	25876254	.	1440	30	12	56	101	44	13	40	72	158	14	21
peak560	chr1	25905058	25907168	.	2111	93	114	100	280	182	58	82	124	1322	123	83
peak561	chr1	25922574	25923295	.	722	25	15	32	72	38	5	22	24	72	22	26
peak562	chr1	25996167	25998345	.	2179	24	11	36	26	22	34	10	14	50	56	55
